date,time,vehicle_model[0]_2h_ago,vehicle_model[1]_2h_ago,vehicle_model[2]_2h_ago,vehicle_model[3]_2h_ago,vehicle_model[4]_2h_ago,vehicle_model[5]_2h_ago,vehicle_model[6]_2h_ago,vehicle_model[7]_2h_ago,has_etc[0]_2h_ago,has_etc[1]_2h_ago,working_day_2h_ago,total_volume_2h_ago,vehicle_model[0]_1d2h_ago,vehicle_model[1]_1d2h_ago,vehicle_model[2]_1d2h_ago,vehicle_model[3]_1d2h_ago,vehicle_model[4]_1d2h_ago,vehicle_model[5]_1d2h_ago,vehicle_model[6]_1d2h_ago,vehicle_model[7]_1d2h_ago,has_etc[0]_1d2h_ago,has_etc[1]_1d2h_ago,working_day_1d2h_ago,total_volume_1d2h_ago,tollgate_id,direction
'2016-10-24',18:00:00,0,92,6,0,0,1,0,0,72,27,1,99,0,99,2,2,1,0,0,0,70,34,0,104,1,1
'2016-10-24',18:00:00,0,62,6,0,1,0,0,0,53,16,1,69,0,52,8,0,1,0,0,0,49,12,0,61,2,0
'2016-10-24',18:00:00,0,84,30,0,1,0,0,0,92,23,1,115,0,109,12,0,1,0,0,0,91,31,0,122,3,0
'2016-10-24',18:00:00,0,94,1,3,0,3,0,0,79,22,1,101,0,90,2,2,0,1,0,0,71,24,0,95,3,1
'2016-10-24',18:20:00,0,44,4,1,1,0,0,0,35,15,1,50,0,55,3,0,0,0,0,0,43,15,0,58,1,0
'2016-10-24',18:20:00,0,94,9,1,2,2,0,0,74,34,1,108,0,112,1,0,0,0,0,0,78,35,0,113,1,1
'2016-10-24',18:20:00,0,68,7,0,0,0,0,0,62,13,1,75,0,64,7,0,1,0,0,0,53,19,0,72,2,0
'2016-10-24',18:20:00,0,87,12,1,0,0,0,0,74,26,1,100,0,95,11,0,4,0,0,0,78,32,0,110,3,0
'2016-10-24',18:20:00,0,70,4,4,1,1,0,0,56,24,1,80,0,84,1,5,0,1,0,0,58,33,0,91,3,1
'2016-10-24',18:40:00,0,40,3,0,1,0,0,0,33,11,1,44,0,58,2,1,1,0,0,0,50,12,0,62,1,0
'2016-10-24',18:40:00,0,95,2,4,1,1,0,0,77,26,1,103,0,97,5,2,3,1,0,0,81,27,0,108,1,1
'2016-10-24',18:40:00,1,67,11,1,0,0,0,0,62,18,1,80,0,56,5,0,0,0,0,0,50,11,0,61,2,0
'2016-10-24',18:40:00,0,107,20,1,2,0,0,0,96,34,1,130,0,103,17,2,0,0,0,0,90,32,0,122,3,0
'2016-10-24',18:40:00,0,69,7,3,0,2,0,0,56,25,1,81,0,98,4,0,0,2,0,0,72,32,0,104,3,1
